"","age","race","gender","educ","pid3","pid7","ideo5","newsint","treatment","Legit_Trust","Legit_Fair","Strong_Exec","Pres_No_Others","Checks_Balances","female"
"491","65+","White",1,"2-year College Degree","Independent",5,"Very Conservative","High","Control",0.166666666666667,0.5,0,0.333333333333333,0,"Male"
"492","65+","White",1,"Some College","Independent",4,"Very Conservative","High","Diverse",0.333333333333333,0.25,0,0,0.333333333333333,"Male"
"493","65+","Black",2,"2-year College Degree","Democrat",1,"Moderate","Low","Control",0.333333333333333,0.25,0.5,0.333333333333333,0.166666666666667,"Female"
"494","65+","White",2,"Some College","Independent",4,"Conservative","Medium","Diverse",0,0,0,0,0,"Female"
"495","45-64","White",2,"2-year College Degree","Republican",6,"Conservative","Medium","Diverse",0.666666666666667,0.75,0.333333333333333,0.166666666666667,0,"Female"
"496","65+","White",1,"2-year College Degree","Independent",5,"Moderate","High","Control",0.833333333333333,0.75,0.333333333333333,0,0,"Male"
"497","45-64","White",2,"Post-Graduate Degree","Republican",7,"Very Conservative","Medium","Control",0.166666666666667,0.75,0.166666666666667,0.166666666666667,0.166666666666667,"Female"
"498","45-64","White",2,"Post-Graduate Degree","Independent",3,"Very Liberal","High","Control",0.166666666666667,0.25,0,0.333333333333333,0.166666666666667,"Female"
"499","45-64","Asian",1,"Post-Graduate Degree","Independent",3,"Liberal","High","Diverse But Critiqued",0.333333333333333,0.25,0.5,0.333333333333333,0.333333333333333,"Male"
"500","45-64","White",2,"4-year College Degree","Democrat",1,"Liberal","High","Diverse",0.666666666666667,0.75,0.166666666666667,0.166666666666667,0.166666666666667,"Female"
"501","45-64","White",1,"Post-Graduate Degree","Independent",4,"Moderate","High","Control",0.166666666666667,0.5,0,0.333333333333333,0,"Male"
"502","45-64","White",1,"4-year College Degree","Democrat",1,"Liberal","High","Diverse But Critiqued",0.333333333333333,0.25,0.333333333333333,0,0,"Male"
"503","18-29","White",1,"Some College","Democrat",1,"Very Liberal","High","Diverse",0.833333333333333,0.75,0.666666666666667,0,0,"Male"
"504","45-64","White",1,"Post-Graduate Degree","Republican",7,"Very Conservative","High","Diverse",0,0,0.5,0,0,"Male"
"505","65+","White",1,"Some College","Independent",4,"Moderate","High","Diverse",0.333333333333333,0.5,0.5,0,0,"Male"
"506","45-64","Other",2,"4-year College Degree","Independent",4,"Not Sure","High","Control",0.5,0,0,0,0.166666666666667,"Female"
"507","45-64","White",2,"4-year College Degree","Democrat",1,"Liberal","Medium","Diverse",0.5,0.25,0,0,0,"Female"
"508","45-64","White",2,"4-year College Degree","Independent",3,"Very Liberal","High","Diverse",0.333333333333333,0.25,0.333333333333333,0,0,"Female"
"509","65+","White",1,"2-year College Degree","Democrat",2,"Liberal","High","Diverse But Critiqued",0.5,0.25,0.166666666666667,0.666666666666667,0.333333333333333,"Male"
"510","45-64","White",1,"Post-Graduate Degree","Democrat",1,"Liberal","High","Diverse",0.333333333333333,0.5,0.333333333333333,0.333333333333333,0.333333333333333,"Male"
"511","65+","White",1,"2-year College Degree","Independent",5,"Moderate","High","Diverse But Critiqued",0.666666666666667,0.75,0.833333333333333,0.833333333333333,0.166666666666667,"Male"
"512","65+","White",1,"Some College","Republican",7,"Conservative","High","Diverse But Critiqued",0.333333333333333,0.5,0.166666666666667,0.166666666666667,0,"Male"
"513","45-64","White",2,"Post-Graduate Degree","Independent",4,"Moderate","Low","Control",0.166666666666667,0.5,1,0.333333333333333,0,"Female"
"514","65+","Black",2,"4-year College Degree","Independent",3,"Moderate","Medium","Diverse",0.333333333333333,0.75,0.333333333333333,0.666666666666667,0.166666666666667,"Female"
"515","45-64","White",1,"Post-Graduate Degree","Democrat",1,"Very Liberal","High","Diverse But Critiqued",1,1,1,1,0,"Male"
"516","45-64","Other",1,"4-year College Degree","Independent",4,"Moderate","High","Diverse But Critiqued",0.333333333333333,0.25,0.333333333333333,0.166666666666667,0,"Male"
"517","65+","White",2,"High School Graduate","Democrat",1,"Very Liberal","High","Control",0.5,0.25,0.666666666666667,0.833333333333333,0,"Female"
"518","65+","White",1,"2-year College Degree","Democrat",2,"Moderate","High","Diverse But Critiqued",0.5,0.5,0.666666666666667,0.833333333333333,0,"Male"
"519","30-44","White",2,"4-year College Degree","Not Sure",8,"Moderate","Don't Know","Control",0.5,0.5,0.5,0.5,0.5,"Female"
"520","45-64","Multiracial",2,"Post-Graduate Degree","Democrat",1,"Liberal","Medium","Diverse",0.833333333333333,0.75,0.833333333333333,0.666666666666667,0.166666666666667,"Female"
"521","65+","White",1,"Some College","Democrat",1,"Liberal","High","Diverse",0.333333333333333,0.5,0.833333333333333,0.666666666666667,0.166666666666667,"Male"
"522","30-44","Asian",2,"Post-Graduate Degree","Democrat",2,"Very Liberal","Medium","Diverse But Critiqued",0.666666666666667,0.25,0.5,0.333333333333333,0.333333333333333,"Female"
"523","45-64","White",2,"Post-Graduate Degree","Independent",8,"Liberal","Medium","Control",0.166666666666667,0,0.666666666666667,0.666666666666667,0,"Female"
"524","65+","White",1,"Some College","Independent",3,"Very Liberal","High","Control",0.333333333333333,0.5,0.166666666666667,0.5,0.166666666666667,"Male"
"525","65+","White",2,"Some College","Democrat",1,"Liberal","High","Diverse But Critiqued",0.166666666666667,0.25,0.833333333333333,0.333333333333333,0,"Female"
"526","45-64","White",2,"2-year College Degree","Republican",7,"Conservative","None","Diverse But Critiqued",0.333333333333333,0.5,0.166666666666667,0.333333333333333,0.166666666666667,"Female"
"527","30-44","Asian",1,"4-year College Degree","Independent",4,"Liberal","Medium","Control",0.5,0.5,0.333333333333333,0.166666666666667,0,"Male"
"528","45-64","White",2,"4-year College Degree","Independent",4,"Moderate","High","Diverse But Critiqued",0.666666666666667,0.75,0.666666666666667,0.333333333333333,0.333333333333333,"Female"
"529","65+","White",1,"Some College","Independent",3,"Moderate","High","Diverse",0.166666666666667,0.5,0.666666666666667,0.666666666666667,0,"Male"
"530","65+","White",2,"Some College","Democrat",1,"Liberal","High","Diverse",0.666666666666667,1,1,0.333333333333333,0,"Female"
"531","18-29","Black",2,"4-year College Degree","Democrat",2,"Not Sure","Don't Know","Control",0.833333333333333,0.5,0.833333333333333,0.5,0.5,"Female"
"532","18-29","Multiracial",2,"Less than a High School Diploma","Republican",7,"Conservative","Low","Diverse",0.5,0.5,0.5,0.333333333333333,0.166666666666667,"Female"
"533","30-44","White",2,"4-year College Degree","Republican",6,"Liberal","Medium","Control",0.666666666666667,0.75,0.666666666666667,0.166666666666667,0.333333333333333,"Female"
"534","30-44","White",2,"2-year College Degree","Democrat",1,"Very Liberal","High","Diverse",0.333333333333333,0.25,0.166666666666667,0,0,"Female"
"535","30-44","Black",1,"Post-Graduate Degree","Democrat",2,"Liberal","Medium","Diverse But Critiqued",0.333333333333333,0.25,0.333333333333333,0,0,"Male"
"536","65+","White",2,"Some College","Republican",7,"Moderate","High","Diverse",0.5,0.5,0.5,0.166666666666667,0.166666666666667,"Female"
"537","45-64","White",2,"4-year College Degree","Independent",3,"Moderate","High","Control",0.166666666666667,0,0.5,0.833333333333333,0,"Female"
"538","18-29","White",1,"High School Graduate","Republican",7,"Very Conservative","High","Diverse But Critiqued",1,1,0.833333333333333,0.833333333333333,0,"Male"
"539","45-64","White",1,"Post-Graduate Degree","Democrat",1,"Very Liberal","High","Diverse But Critiqued",0.666666666666667,0.5,0.666666666666667,0,0,"Male"
"540","45-64","White",1,"4-year College Degree","Democrat",1,"Very Liberal","High","Diverse But Critiqued",0.666666666666667,0.75,0.666666666666667,0.166666666666667,0,"Male"
"541","30-44","Asian",1,"Post-Graduate Degree","Republican",7,"Very Liberal","High","Diverse But Critiqued",0.666666666666667,0.5,0.833333333333333,0.833333333333333,0.333333333333333,"Male"
"542","45-64","White",1,"4-year College Degree","Democrat",1,"Liberal","High","Control",0.333333333333333,0.25,0.166666666666667,0.166666666666667,0,"Male"
"543","65+","Black",2,"Post-Graduate Degree","Democrat",1,"Moderate","Medium","Diverse",1,1,1,0.5,0.5,"Female"
"544","65+","White",1,"Some College","Republican",7,"Conservative","High","Diverse",0.666666666666667,0.75,0.666666666666667,0,0,"Male"
"545","65+","White",1,"Some College","Democrat",1,"Liberal","High","Diverse But Critiqued",0.166666666666667,0.25,0.666666666666667,0.833333333333333,0,"Male"
"546","30-44","White",2,"Post-Graduate Degree","Independent",3,"Liberal","High","Diverse",0.666666666666667,0.75,0,0,0,"Female"
"547","18-29","Hispanic",1,"High School Graduate","Independent",5,"Moderate","Low","Diverse But Critiqued",0.5,0.75,0.666666666666667,0.666666666666667,0.166666666666667,"Male"
"548","45-64","White",1,"4-year College Degree","Independent",3,"Moderate","High","Control",0.166666666666667,0.25,0,0,0,"Male"
"549","30-44","Asian",2,"Post-Graduate Degree","Democrat",1,"Very Liberal","Low","Control",0.166666666666667,0,0.5,0.5,0,"Female"
"550","65+","White",1,"Some College","Democrat",1,"Liberal","High","Diverse But Critiqued",0.5,0.25,0,0,0,"Male"
"551","18-29","White",2,"Some College","Independent",3,"Moderate","Medium","Diverse",0,0.5,0.166666666666667,0.166666666666667,0.166666666666667,"Female"
"552","45-64","Asian",1,"Post-Graduate Degree","Independent",4,"Moderate","Medium","Diverse",0.666666666666667,1,0.333333333333333,0,0,"Male"
"553","65+","Black",2,"Post-Graduate Degree","Democrat",1,"Liberal","High","Diverse But Critiqued",0.5,0.75,0.5,0.666666666666667,0.166666666666667,"Female"
"554","45-64","White",2,"4-year College Degree","Republican",6,"Very Conservative","High","Diverse But Critiqued",0.5,0.5,0.333333333333333,0.5,0,"Female"
"555","45-64","White",1,"Post-Graduate Degree","Independent",5,"Moderate","Low","Diverse But Critiqued",0.833333333333333,0.75,0.666666666666667,0.166666666666667,0.333333333333333,"Male"
"556","30-44","Multiracial",1,"Some College","Democrat",1,"Conservative","Medium","Diverse But Critiqued",0.333333333333333,0.25,0,0.166666666666667,0,"Male"
"557","18-29","White",2,"High School Graduate","Independent",4,"Liberal","None","Control",0.833333333333333,0.75,0.833333333333333,0.833333333333333,0.333333333333333,"Female"
"558","18-29","White",2,"Some College","Democrat",2,"Moderate","Medium","Control",0.666666666666667,1,0.666666666666667,0.833333333333333,0.666666666666667,"Female"
"559","45-64","White",2,"4-year College Degree","Independent",3,"Liberal","High","Control",0.166666666666667,0,0.166666666666667,0.166666666666667,0,"Female"
"560","45-64","White",2,"4-year College Degree","Democrat",2,"Liberal","High","Diverse",0.666666666666667,0.75,0.666666666666667,0,0,"Female"
"561","45-64","White",1,"Post-Graduate Degree","Independent",4,"Moderate","High","Diverse But Critiqued",0.5,0.5,0,0.166666666666667,0.166666666666667,"Male"
"562","45-64","White",2,"Post-Graduate Degree","Democrat",1,"Very Liberal","High","Diverse",0.666666666666667,0.75,0.666666666666667,0.333333333333333,0,"Female"
"563","45-64","White",1,"4-year College Degree","Democrat",1,"Liberal","High","Control",0.5,0,0,0,0,"Male"
"564","45-64","White",2,"4-year College Degree","Democrat",1,"Very Liberal","High","Diverse",0.166666666666667,0,1,0.666666666666667,0,"Female"
"565","18-29","Hispanic",2,"Less than a High School Diploma","Democrat",1,"Very Liberal","Low","Diverse",0.666666666666667,0.75,0.5,0.166666666666667,0.166666666666667,"Female"
"566","30-44","White",2,"2-year College Degree","Democrat",2,"Conservative","Low","Diverse But Critiqued",0.333333333333333,0.25,0.666666666666667,0.666666666666667,0.333333333333333,"Female"
"567","65+","White",2,"Some College","Republican",7,"Very Conservative","High","Diverse But Critiqued",0.166666666666667,0.5,0,0.833333333333333,0,"Female"
"568","45-64","White",1,"4-year College Degree","Republican",6,"Conservative","High","Control",0,0.75,0,0,0,"Male"
"569","18-29","White",2,"High School Graduate","Independent",4,"Not Sure","None","Diverse But Critiqued",0.666666666666667,0.25,0.5,0.333333333333333,0.5,"Female"
"570","45-64","White",2,"Post-Graduate Degree","Democrat",1,"Very Liberal","Medium","Diverse But Critiqued",0.5,0.25,0.166666666666667,0.333333333333333,0.333333333333333,"Female"
"571","65+","White",2,"2-year College Degree","Independent",5,"Moderate","Medium","Diverse",0.166666666666667,0.5,0.333333333333333,0.333333333333333,0.166666666666667,"Female"
"572","45-64","White",2,"4-year College Degree","Independent",5,"Conservative","Low","Control",0.333333333333333,0.75,0.666666666666667,0.333333333333333,0,"Female"
"573","45-64","White",2,"Post-Graduate Degree","Independent",3,"Liberal","High","Control",0.333333333333333,0.25,0.666666666666667,0,0,"Female"
"574","18-29","White",2,"High School Graduate","Independent",3,"Very Liberal","High","Diverse But Critiqued",0.333333333333333,0.5,0.833333333333333,0.166666666666667,0,"Female"
"575","45-64","White",2,"Post-Graduate Degree","Independent",3,"Liberal","High","Diverse",0.666666666666667,0.5,0.333333333333333,0.166666666666667,0.166666666666667,"Female"
"576","45-64","White",1,"4-year College Degree","Independent",5,"Moderate","Medium","Control",0.666666666666667,1,0.666666666666667,0.166666666666667,0.166666666666667,"Male"
"577","45-64","White",2,"Some College","Democrat",1,"Very Liberal","High","Control",0.666666666666667,0.75,0.833333333333333,0.166666666666667,0,"Female"
"578","65+","Other",2,"Post-Graduate Degree","Independent",4,"Liberal","High","Diverse But Critiqued",0.166666666666667,0,0.5,0.5,0.166666666666667,"Female"
"579","45-64","Black",2,"4-year College Degree","Democrat",1,"Moderate","None","Diverse",0.5,0.5,0.5,0.5,0.5,"Female"
"580","45-64","White",1,"4-year College Degree","Republican",6,"Conservative","None","Control",0.666666666666667,0.75,1,0.666666666666667,0,"Male"
"581","45-64","White",2,"Some College","Democrat",1,"Very Liberal","High","Diverse",0.5,0.5,0.833333333333333,0.333333333333333,0.333333333333333,"Female"
"582","30-44","White",2,"Post-Graduate Degree","Democrat",1,"Very Liberal","Medium","Diverse But Critiqued",0.5,0.25,0.666666666666667,0.333333333333333,0.166666666666667,"Female"
"583","65+","White",2,"4-year College Degree","Independent",3,"Moderate","Medium","Diverse But Critiqued",0.666666666666667,0.75,0.666666666666667,0.666666666666667,0.166666666666667,"Female"
"584","45-64","White",2,"4-year College Degree","Democrat",1,"Liberal","High","Diverse",0.333333333333333,0.25,0.666666666666667,0.833333333333333,0,"Female"
"585","45-64","White",2,"Post-Graduate Degree","Democrat",2,"Liberal","Medium","Control",0.666666666666667,0.25,0.166666666666667,0.166666666666667,0.166666666666667,"Female"
"586","45-64","White",1,"Post-Graduate Degree","Independent",4,"Very Conservative","High","Diverse But Critiqued",0,0,0,0,0,"Male"
"587","30-44","Asian",1,"Post-Graduate Degree","Not Sure",8,"Not Sure","Don't Know","Diverse",0.5,0.5,0.5,0.5,0.5,"Male"
"588","65+","Multiracial",2,"4-year College Degree","Independent",3,"Liberal","High","Control",0.666666666666667,0.75,0.5,0.166666666666667,0,"Female"
"589","45-64","White",1,"Post-Graduate Degree","Republican",6,"Conservative","High","Diverse But Critiqued",0.666666666666667,0.75,0.833333333333333,0.166666666666667,0,"Male"
"590","45-64","Other",1,"4-year College Degree","Independent",4,"Conservative","High","Diverse",0.166666666666667,0.5,0.666666666666667,0.333333333333333,0,"Male"
"591","30-44","Native American",1,"Post-Graduate Degree","Independent",5,"Moderate","Medium","Diverse But Critiqued",0.666666666666667,0.5,0.166666666666667,0.833333333333333,0,"Male"
"592","65+","Black",2,"Post-Graduate Degree","Democrat",2,"Liberal","Medium","Diverse",0.833333333333333,1,0.666666666666667,0.333333333333333,0.166666666666667,"Female"
"593","45-64","White",2,"4-year College Degree","Republican",7,"Conservative","Medium","Control",0.166666666666667,0.5,0.5,0,0,"Female"
